model,number,is_prime,score
gpt-4-0613,57612,False,1
gpt-3.5-turbo-0301,58292,False,1
gpt-3.5-turbo-0613,81736,False,1
gpt-4-0314,47758,False,1
gpt-4-0613,50693,False,1
gpt-3.5-turbo-0301,13570,False,1
gpt-3.5-turbo-0613,36837,False,1
gpt-4-0314,42396,False,1
gpt-4-0613,32507,True,0
gpt-3.5-turbo-0301,32399,False,1
gpt-3.5-turbo-0613,74682,False,1
gpt-4-0314,33240,False,1
gpt-4-0613,89291,False,0
gpt-3.5-turbo-0301,84973,False,1
gpt-3.5-turbo-0613,44817,False,0
gpt-4-0314,81255,False,1
gpt-4-0613,58243,True,0
gpt-3.5-turbo-0301,19698,False,1
gpt-3.5-turbo-0613,23450,False,1
gpt-4-0314,90916,False,1
gpt-4-0613,62078,False,1
gpt-3.5-turbo-0301,15400,False,1
gpt-3.5-turbo-0613,68599,False,1
gpt-4-0314,55134,False,1
gpt-4-0613,79693,True,0
gpt-3.5-turbo-0301,41643,False,1
gpt-3.5-turbo-0613,55859,False,0
gpt-4-0314,43623,False,0
gpt-4-0613,38111,False,1
gpt-3.5-turbo-0301,16588,False,1
gpt-3.5-turbo-0613,65479,True,1
gpt-4-0314,39893,False,0
gpt-4-0613,45082,False,1
gpt-3.5-turbo-0301,92955,False,1
gpt-3.5-turbo-0613,62258,False,1
gpt-4-0314,86501,True,1
gpt-4-0613,76944,False,1
gpt-3.5-turbo-0301,28290,False,1
gpt-3.5-turbo-0613,78817,False,0
gpt-4-0314,46632,False,1
gpt-4-0613,58394,False,1
gpt-3.5-turbo-0301,85633,False,1
gpt-3.5-turbo-0613,13717,False,0
gpt-4-0314,91706,False,1
gpt-4-0613,43159,True,0
gpt-3.5-turbo-0301,21362,False,1
gpt-3.5-turbo-0613,65290,False,1
gpt-4-0314,16507,False,0
gpt-4-0613,36274,False,1
gpt-3.5-turbo-0301,80717,False,1
gpt-3.5-turbo-0613,42819,False,0
gpt-4-0314,87612,False,1
gpt-4-0613,93338,False,1
gpt-3.5-turbo-0301,13763,True,0
gpt-3.5-turbo-0613,30464,False,1
gpt-4-0314,51596,False,1
gpt-4-0613,80371,False,1
gpt-3.5-turbo-0301,11031,False,1
gpt-3.5-turbo-0613,47912,False,1
gpt-4-0314,87888,False,1
gpt-4-0613,53103,False,0
gpt-3.5-turbo-0301,75619,True,0
gpt-3.5-turbo-0613,27898,False,1
gpt-4-0314,70600,False,1
gpt-4-0613,36698,False,1
gpt-3.5-turbo-0301,84968,False,1
gpt-3.5-turbo-0613,42826,False,1
gpt-4-0314,51497,False,0
gpt-4-0613,80098,False,1
gpt-3.5-turbo-0301,93961,False,1
gpt-3.5-turbo-0613,31432,False,1
gpt-4-0314,15216,False,1
gpt-4-0613,66612,False,1
gpt-3.5-turbo-0301,74012,False,1
gpt-3.5-turbo-0613,22095,False,1
gpt-4-0314,98220,False,1
gpt-4-0613,22650,False,1
gpt-3.5-turbo-0301,64387,False,1
gpt-3.5-turbo-0613,24928,False,1
gpt-4-0314,14140,False,1
gpt-4-0613,12972,False,1
gpt-3.5-turbo-0301,79666,False,1
gpt-3.5-turbo-0613,17392,False,1
gpt-4-0314,11365,False,1
gpt-4-0613,47039,False,1
gpt-3.5-turbo-0301,59376,False,1
gpt-3.5-turbo-0613,66668,False,0
gpt-4-0314,38830,False,1
gpt-4-0613,38305,False,1
gpt-3.5-turbo-0301,22755,False,1
gpt-3.5-turbo-0613,31097,False,0
gpt-4-0314,16699,True,1
gpt-4-0613,99701,False,1
gpt-3.5-turbo-0301,44145,False,1
gpt-3.5-turbo-0613,65049,False,0
gpt-4-0314,99489,False,0
gpt-4-0613,66086,False,1
gpt-3.5-turbo-0301,44766,False,1
gpt-3.5-turbo-0613,43448,False,1
gpt-4-0314,81275,False,1
gpt-4-0613,19241,False,1
gpt-3.5-turbo-0301,24758,False,1
gpt-3.5-turbo-0613,95998,False,0
gpt-4-0314,83185,False,1
gpt-4-0613,94445,False,1
gpt-3.5-turbo-0301,54897,False,1
gpt-3.5-turbo-0613,92640,False,1
gpt-4-0314,87194,False,1
gpt-4-0613,31979,False,1
gpt-3.5-turbo-0301,92054,False,1
gpt-3.5-turbo-0613,75818,False,1
gpt-4-0314,71397,False,0
gpt-4-0613,19267,True,0
gpt-3.5-turbo-0301,28908,False,1
gpt-3.5-turbo-0613,44889,False,1
gpt-4-0314,62677,False,0
gpt-4-0613,45608,False,1
gpt-3.5-turbo-0301,69739,True,0
gpt-3.5-turbo-0613,84394,False,1
gpt-4-0314,90581,False,0
gpt-4-0613,27682,False,1
gpt-3.5-turbo-0301,65200,False,1
gpt-3.5-turbo-0613,74202,False,1
gpt-4-0314,75508,False,1
gpt-4-0613,39177,False,1
gpt-3.5-turbo-0301,59313,False,0
gpt-3.5-turbo-0613,23225,False,1
gpt-4-0314,27791,True,1
gpt-4-0613,43457,True,0
gpt-3.5-turbo-0301,53344,False,1
gpt-3.5-turbo-0613,14752,False,1
gpt-4-0314,14924,False,1
gpt-4-0613,71639,False,1
gpt-3.5-turbo-0301,77463,False,1
gpt-3.5-turbo-0613,43832,False,1
gpt-4-0314,44618,False,1
gpt-4-0613,31774,False,1
gpt-3.5-turbo-0301,20870,False,1
gpt-3.5-turbo-0613,87103,True,1
gpt-4-0314,70286,False,1
gpt-4-0613,98745,False,1
gpt-3.5-turbo-0301,18110,False,1
gpt-3.5-turbo-0613,28722,False,1
gpt-4-0314,31257,False,0
gpt-4-0613,87787,False,1
gpt-3.5-turbo-0301,64881,False,1
gpt-3.5-turbo-0613,17443,True,1
gpt-4-0314,41797,False,0
gpt-4-0613,64228,False,1
gpt-3.5-turbo-0301,90044,False,1
gpt-3.5-turbo-0613,87737,False,0
gpt-4-0314,47797,True,1
gpt-4-0613,37194,False,1
gpt-3.5-turbo-0301,81192,False,1
gpt-3.5-turbo-0613,58583,False,0
gpt-4-0314,36339,False,0
gpt-4-0613,16593,False,1
gpt-3.5-turbo-0301,97559,False,0
gpt-3.5-turbo-0613,48054,False,1
gpt-4-0314,53515,False,1
gpt-4-0613,57665,False,1
gpt-3.5-turbo-0301,55030,False,1
gpt-3.5-turbo-0613,97154,False,1
gpt-4-0314,85499,False,0
gpt-4-0613,70386,False,1
gpt-3.5-turbo-0301,73253,False,1
gpt-3.5-turbo-0613,15537,False,0
gpt-4-0314,10261,False,0
gpt-4-0613,53824,False,1
gpt-3.5-turbo-0301,74710,False,1
gpt-3.5-turbo-0613,23791,False,0
gpt-4-0314,60459,False,1
gpt-4-0613,81756,False,1
gpt-3.5-turbo-0301,78394,False,1
gpt-3.5-turbo-0613,28811,False,0
gpt-4-0314,60637,True,1
gpt-4-0613,70685,False,1
gpt-3.5-turbo-0301,43194,False,1
gpt-3.5-turbo-0613,27259,True,1
gpt-4-0314,24818,False,1
gpt-4-0613,63589,True,0
gpt-3.5-turbo-0301,92329,False,1
gpt-3.5-turbo-0613,25509,False,1
gpt-4-0314,90649,False,0
gpt-4-0613,84680,False,1
gpt-3.5-turbo-0301,77849,True,0
gpt-3.5-turbo-0613,41231,True,1
gpt-4-0314,59677,False,0
gpt-4-0613,40799,False,1
gpt-3.5-turbo-0301,45570,False,1
gpt-3.5-turbo-0613,67335,False,1
gpt-4-0314,37005,False,1
gpt-4-0613,37130,False,1
gpt-3.5-turbo-0301,39502,False,1
gpt-3.5-turbo-0613,23200,False,1
gpt-4-0314,96907,True,1
gpt-4-0613,49366,False,1
gpt-3.5-turbo-0301,17323,False,1
gpt-3.5-turbo-0613,32941,True,1
gpt-4-0314,69619,False,0
gpt-4-0613,69250,False,1
gpt-3.5-turbo-0301,55772,False,1
gpt-3.5-turbo-0613,29260,False,1
gpt-4-0314,28306,False,1
gpt-4-0613,38780,False,1
gpt-3.5-turbo-0301,78721,True,0
gpt-3.5-turbo-0613,98656,False,1
gpt-4-0314,72495,False,1
gpt-4-0613,85203,False,1
gpt-3.5-turbo-0301,57505,False,0
gpt-3.5-turbo-0613,74977,False,0
gpt-4-0314,43481,True,1
gpt-4-0613,34967,False,1
gpt-3.5-turbo-0301,65919,False,1
gpt-3.5-turbo-0613,32802,False,1
gpt-4-0314,52082,False,1
gpt-4-0613,40143,False,1
gpt-3.5-turbo-0301,74182,False,1
gpt-3.5-turbo-0613,77697,False,1
gpt-4-0314,70071,False,0
gpt-4-0613,41122,False,1
gpt-3.5-turbo-0301,45218,False,1
gpt-3.5-turbo-0613,66222,False,1
gpt-4-0314,85766,False,1
gpt-4-0613,93303,False,0
gpt-3.5-turbo-0301,79128,False,1
gpt-3.5-turbo-0613,88994,False,1
gpt-4-0314,55646,False,1
gpt-4-0613,50628,False,1
gpt-3.5-turbo-0301,88107,False,1
gpt-3.5-turbo-0613,67618,False,1
gpt-4-0314,51996,False,1
gpt-4-0613,42565,False,1
gpt-3.5-turbo-0301,49297,True,0
gpt-3.5-turbo-0613,65683,False,0
gpt-4-0314,17837,True,1
gpt-4-0613,76009,False,1
gpt-3.5-turbo-0301,73617,False,1
gpt-3.5-turbo-0613,55572,False,1
gpt-4-0314,41663,False,0
gpt-4-0613,67825,False,1
gpt-3.5-turbo-0301,33591,False,1
gpt-3.5-turbo-0613,91445,False,1
gpt-4-0314,62596,False,1
gpt-4-0613,80834,False,1
gpt-3.5-turbo-0301,14798,False,1
gpt-3.5-turbo-0613,20162,False,1
gpt-4-0314,53601,False,0
gpt-4-0613,23526,False,1
gpt-3.5-turbo-0301,31693,False,1
gpt-3.5-turbo-0613,83554,False,0
gpt-4-0314,31951,False,0
gpt-4-0613,49210,False,1
gpt-3.5-turbo-0301,74781,False,1
gpt-3.5-turbo-0613,11397,False,0
gpt-4-0314,87358,False,1
gpt-4-0613,47791,True,0
gpt-3.5-turbo-0301,79568,False,1
gpt-3.5-turbo-0613,99755,False,0
gpt-4-0314,32809,False,0
gpt-4-0613,34752,False,1
gpt-3.5-turbo-0301,75834,False,1
gpt-3.5-turbo-0613,94726,False,1
gpt-4-0314,85001,False,0
gpt-4-0613,56138,False,1
gpt-3.5-turbo-0301,38346,False,1
gpt-3.5-turbo-0613,51325,False,0
gpt-4-0314,90253,False,0
gpt-4-0613,32549,False,1
gpt-3.5-turbo-0301,49270,False,1
gpt-3.5-turbo-0613,98400,False,1
gpt-4-0314,67847,False,0
gpt-4-0613,11639,False,1
gpt-3.5-turbo-0301,72235,False,1
gpt-3.5-turbo-0613,50549,True,1
gpt-4-0314,93271,False,0
gpt-4-0613,85317,False,1
gpt-3.5-turbo-0301,93074,False,1
gpt-3.5-turbo-0613,42984,False,1
gpt-4-0314,66817,False,0
gpt-4-0613,70943,False,1
gpt-3.5-turbo-0301,44616,False,1
gpt-3.5-turbo-0613,31906,False,1
gpt-4-0314,86387,False,0
gpt-4-0613,24875,False,1
gpt-3.5-turbo-0301,55713,False,1
gpt-3.5-turbo-0613,43566,False,1
gpt-4-0314,15890,False,1
gpt-4-0613,15079,False,1
gpt-3.5-turbo-0301,58635,False,1
gpt-3.5-turbo-0613,96130,False,1
gpt-4-0314,89355,False,1
gpt-4-0613,24559,False,1
gpt-3.5-turbo-0301,26289,False,1
gpt-3.5-turbo-0613,70308,False,1
gpt-4-0314,86326,False,1
gpt-4-0613,71467,False,1
gpt-3.5-turbo-0301,59628,False,1
gpt-3.5-turbo-0613,67079,True,1
gpt-4-0314,53140,False,1
gpt-4-0613,88543,False,1
gpt-3.5-turbo-0301,36291,False,1
gpt-3.5-turbo-0613,25101,False,1
gpt-4-0314,62830,False,1
gpt-4-0613,32426,False,1
gpt-3.5-turbo-0301,44301,False,1
gpt-3.5-turbo-0613,23714,False,1
gpt-4-0314,46581,False,0
gpt-4-0613,69350,False,1
gpt-3.5-turbo-0301,73364,False,1
gpt-3.5-turbo-0613,39643,False,0
gpt-4-0314,10762,False,1
gpt-4-0613,74161,True,0
gpt-3.5-turbo-0301,33164,False,1
gpt-3.5-turbo-0613,84790,False,1
gpt-4-0314,73348,False,1
gpt-4-0613,77120,False,1
gpt-3.5-turbo-0301,77132,False,1
gpt-3.5-turbo-0613,66834,False,1
gpt-4-0314,94399,True,1
gpt-4-0613,10407,False,1
gpt-3.5-turbo-0301,87220,False,1
gpt-3.5-turbo-0613,53456,False,1
gpt-4-0314,15348,False,1
gpt-4-0613,44205,False,1
gpt-3.5-turbo-0301,88576,False,0
gpt-3.5-turbo-0613,66865,False,1
gpt-4-0314,15875,False,1
gpt-4-0613,91541,True,0
gpt-3.5-turbo-0301,50058,False,1
gpt-3.5-turbo-0613,80228,False,1
gpt-4-0314,75445,False,1
gpt-4-0613,40147,False,1
gpt-3.5-turbo-0301,11057,True,0
gpt-3.5-turbo-0613,53511,False,0
gpt-4-0314,85341,False,0
gpt-4-0613,86233,False,1
gpt-3.5-turbo-0301,84329,False,1
gpt-3.5-turbo-0613,79762,False,1
gpt-4-0314,21659,False,0
gpt-4-0613,88266,False,1
gpt-3.5-turbo-0301,26705,False,1
gpt-3.5-turbo-0613,45670,False,1
gpt-4-0314,73980,False,1
gpt-4-0613,99847,False,1
gpt-3.5-turbo-0301,96487,True,0
gpt-3.5-turbo-0613,47857,True,1
gpt-4-0314,58848,False,1
gpt-4-0613,20040,False,1
gpt-3.5-turbo-0301,23334,False,1
gpt-3.5-turbo-0613,78907,False,0
gpt-4-0314,70893,False,0
gpt-4-0613,91483,False,1
gpt-3.5-turbo-0301,10955,False,1
gpt-3.5-turbo-0613,62772,False,1
gpt-4-0314,71944,False,1
gpt-4-0613,81463,True,0
gpt-3.5-turbo-0301,48759,False,0
gpt-3.5-turbo-0613,21954,False,1
gpt-4-0314,88140,False,1
gpt-4-0613,23938,False,1
gpt-3.5-turbo-0301,21734,False,1
gpt-3.5-turbo-0613,85367,False,0
gpt-4-0314,31955,False,1
gpt-4-0613,88006,False,1
gpt-3.5-turbo-0301,74652,False,1
gpt-3.5-turbo-0613,41724,False,1
gpt-4-0314,59624,False,1
gpt-4-0613,26688,False,1
gpt-3.5-turbo-0301,20067,False,1
gpt-3.5-turbo-0613,85712,False,1
gpt-4-0314,17904,False,1
gpt-4-0613,66191,True,0
gpt-3.5-turbo-0301,81510,False,1
gpt-3.5-turbo-0613,65769,False,1
gpt-4-0314,89783,True,1
gpt-4-0613,78995,False,1
gpt-3.5-turbo-0301,43649,True,0
gpt-3.5-turbo-0613,28838,False,1
gpt-4-0314,38718,False,1
gpt-4-0613,35780,False,1
gpt-3.5-turbo-0301,34138,False,1
gpt-3.5-turbo-0613,80299,False,0
gpt-4-0314,55647,False,0
gpt-4-0613,78364,False,1
gpt-3.5-turbo-0301,43556,False,1
gpt-3.5-turbo-0613,57894,False,1
gpt-4-0314,95488,False,1
gpt-4-0613,59674,False,1
gpt-3.5-turbo-0301,37180,False,1
gpt-3.5-turbo-0613,15064,False,0
gpt-4-0314,14651,False,0
gpt-4-0613,28442,False,1
gpt-3.5-turbo-0301,17884,False,1
gpt-3.5-turbo-0613,10051,False,0
gpt-4-0314,62905,False,1
gpt-4-0613,81150,False,1
gpt-3.5-turbo-0301,81441,False,0
gpt-3.5-turbo-0613,64944,False,1
gpt-4-0314,84611,False,0
gpt-4-0613,51420,False,1
gpt-3.5-turbo-0301,64995,False,1
gpt-3.5-turbo-0613,58288,False,1
gpt-4-0314,51159,False,0
gpt-4-0613,69124,False,1
gpt-3.5-turbo-0301,12214,False,1
gpt-3.5-turbo-0613,48754,False,0
gpt-4-0314,91628,False,1
gpt-4-0613,40368,False,1
gpt-3.5-turbo-0301,84285,False,1
gpt-3.5-turbo-0613,89112,False,1
gpt-4-0314,24179,True,1
gpt-4-0613,34577,False,1
gpt-3.5-turbo-0301,53485,False,1
gpt-3.5-turbo-0613,18711,False,0
gpt-4-0314,73788,False,1
gpt-4-0613,78904,False,1
gpt-3.5-turbo-0301,80502,False,1
gpt-3.5-turbo-0613,67387,False,0
gpt-4-0314,44648,False,1
gpt-4-0613,40521,False,0
gpt-3.5-turbo-0301,38539,False,1
gpt-3.5-turbo-0613,50380,False,1
gpt-4-0314,79108,False,1
gpt-4-0613,86945,False,1
gpt-3.5-turbo-0301,49447,False,1
gpt-3.5-turbo-0613,67025,False,1
gpt-4-0314,80152,False,1
gpt-4-0613,84945,False,1
gpt-3.5-turbo-0301,80606,False,0
gpt-3.5-turbo-0613,15578,False,1
gpt-4-0314,21261,False,0
gpt-4-0613,17805,False,1
gpt-3.5-turbo-0301,96851,True,0
gpt-3.5-turbo-0613,38477,False,0
gpt-4-0314,57358,False,1
gpt-4-0613,31574,False,1
gpt-3.5-turbo-0301,57091,False,1
gpt-3.5-turbo-0613,19770,False,1
gpt-4-0314,27883,True,1
gpt-4-0613,62541,False,1
gpt-3.5-turbo-0301,16776,False,1
gpt-3.5-turbo-0613,82476,False,1
gpt-4-0314,67978,False,1
gpt-4-0613,94896,False,1
gpt-3.5-turbo-0301,61129,True,0
gpt-3.5-turbo-0613,26123,False,0
gpt-4-0314,70812,False,1
gpt-4-0613,56180,False,1
gpt-3.5-turbo-0301,29570,False,1
gpt-3.5-turbo-0613,60214,False,0
gpt-4-0314,25389,False,0
gpt-4-0613,83339,True,0
gpt-3.5-turbo-0301,27258,False,1
gpt-3.5-turbo-0613,24594,False,1
gpt-4-0314,64546,False,1
gpt-4-0613,91852,False,1
gpt-3.5-turbo-0301,24783,False,1
gpt-3.5-turbo-0613,25778,False,1
gpt-4-0314,18701,True,1
gpt-4-0613,60891,False,1
gpt-3.5-turbo-0301,92579,False,0
gpt-3.5-turbo-0613,42268,False,1
gpt-4-0314,61137,False,0
gpt-4-0613,49918,False,1
gpt-3.5-turbo-0301,13336,False,1
gpt-3.5-turbo-0613,69161,False,0
gpt-4-0314,27710,False,1
gpt-4-0613,43407,False,1
gpt-3.5-turbo-0301,50349,False,1
gpt-3.5-turbo-0613,88281,False,1
gpt-4-0314,61843,True,0
gpt-4-0613,39327,False,1
gpt-3.5-turbo-0301,65671,False,1
gpt-3.5-turbo-0613,10293,False,1
gpt-4-0314,87857,False,0
gpt-4-0613,29109,False,0
gpt-3.5-turbo-0301,66797,True,0
gpt-3.5-turbo-0613,35789,False,0
gpt-4-0314,60037,True,1
gpt-4-0613,66737,False,1
gpt-3.5-turbo-0301,59554,False,1
gpt-3.5-turbo-0613,19245,False,0
gpt-4-0314,78207,False,1
gpt-4-0613,37672,False,1
gpt-3.5-turbo-0301,82579,False,1
gpt-3.5-turbo-0613,51932,False,1
gpt-4-0314,61849,False,0
gpt-4-0613,70171,False,0
gpt-3.5-turbo-0301,57964,False,1
gpt-3.5-turbo-0613,86364,False,0
gpt-4-0314,30312,False,1
gpt-4-0613,92814,False,1
gpt-3.5-turbo-0301,54567,False,1
gpt-3.5-turbo-0613,39987,False,1
gpt-4-0314,20371,False,0
gpt-4-0613,85596,False,1
gpt-3.5-turbo-0301,37437,False,1
gpt-3.5-turbo-0613,71669,False,0
gpt-4-0314,96216,False,1
gpt-4-0613,87001,False,1
gpt-3.5-turbo-0301,66734,False,1
gpt-3.5-turbo-0613,33986,False,1
gpt-4-0314,29525,False,1
gpt-4-0613,64413,False,1
gpt-3.5-turbo-0301,65709,False,1
gpt-3.5-turbo-0613,47378,False,1
gpt-4-0314,90840,False,1
gpt-4-0613,15423,False,1
gpt-3.5-turbo-0301,80963,True,0
gpt-3.5-turbo-0613,41009,False,0
gpt-4-0314,70122,False,1
gpt-4-0613,72787,False,1
gpt-3.5-turbo-0301,77111,False,1
gpt-3.5-turbo-0613,51446,False,1
gpt-4-0314,52327,False,0
gpt-4-0613,18009,False,1
gpt-3.5-turbo-0301,24468,False,1
gpt-3.5-turbo-0613,39495,False,1
gpt-4-0314,16155,False,1
gpt-4-0613,93467,False,1
gpt-3.5-turbo-0301,35689,False,0
gpt-3.5-turbo-0613,37523,False,0
gpt-4-0314,78131,False,0
gpt-4-0613,32116,False,1
gpt-3.5-turbo-0301,33726,False,1
gpt-3.5-turbo-0613,47754,False,1
gpt-4-0314,87417,False,0
gpt-4-0613,28551,False,1
gpt-3.5-turbo-0301,61226,False,1
gpt-3.5-turbo-0613,50141,False,0
gpt-4-0314,86871,False,0
gpt-4-0613,28178,False,1
gpt-3.5-turbo-0301,36808,False,1
gpt-3.5-turbo-0613,19410,False,1
gpt-4-0314,64601,True,1
gpt-4-0613,75389,True,0
gpt-3.5-turbo-0301,55053,False,1
gpt-3.5-turbo-0613,33309,False,1
gpt-4-0314,86213,False,0
gpt-4-0613,31938,False,1
gpt-3.5-turbo-0301,98892,False,1
gpt-3.5-turbo-0613,75069,False,1
gpt-4-0314,19004,False,1
gpt-4-0613,34304,False,1
gpt-3.5-turbo-0301,36966,False,1
gpt-3.5-turbo-0613,81384,False,1
gpt-4-0314,86571,False,0
gpt-4-0613,46871,False,1
gpt-3.5-turbo-0301,79862,False,1
gpt-3.5-turbo-0613,60815,False,1
gpt-4-0314,83752,False,1
gpt-4-0613,55653,False,1
gpt-3.5-turbo-0301,48762,False,1
gpt-3.5-turbo-0613,33240,False,1
gpt-4-0314,37031,False,0
gpt-4-0613,72982,False,1
gpt-3.5-turbo-0301,85526,False,1
gpt-3.5-turbo-0613,13408,False,1
gpt-4-0314,92984,False,1
gpt-4-0613,49801,True,0
gpt-3.5-turbo-0301,84917,False,1
gpt-3.5-turbo-0613,23584,False,1
gpt-4-0314,23681,False,0
gpt-4-0613,12482,False,1
gpt-3.5-turbo-0301,93351,False,1
gpt-3.5-turbo-0613,14557,True,1
gpt-4-0314,68581,True,1
gpt-4-0613,49061,False,0
gpt-3.5-turbo-0301,76645,False,1
gpt-3.5-turbo-0613,14235,False,1
gpt-4-0314,96202,False,1
gpt-4-0613,34971,False,1
gpt-3.5-turbo-0301,10320,False,1
gpt-3.5-turbo-0613,30737,False,0
gpt-4-0314,24497,False,0
gpt-4-0613,42586,False,1
gpt-3.5-turbo-0301,12262,False,1
gpt-3.5-turbo-0613,11124,False,1
gpt-4-0314,93272,False,1
gpt-4-0613,60682,False,1
gpt-3.5-turbo-0301,55530,False,1
gpt-3.5-turbo-0613,99740,False,1
gpt-4-0314,30390,False,1
gpt-4-0613,99280,False,1
gpt-3.5-turbo-0301,31405,False,1
gpt-3.5-turbo-0613,68872,False,1
gpt-4-0314,20184,False,1
gpt-4-0613,27737,True,0
gpt-3.5-turbo-0301,70652,False,1
gpt-3.5-turbo-0613,57616,False,1
gpt-4-0314,21982,False,1
gpt-4-0613,30078,False,1
gpt-3.5-turbo-0301,53207,False,1
gpt-3.5-turbo-0613,97205,False,1
gpt-4-0314,90571,False,0
gpt-4-0613,87200,False,1
gpt-3.5-turbo-0301,56305,False,1
gpt-3.5-turbo-0613,63697,True,0
gpt-4-0314,28329,False,0
gpt-4-0613,11102,False,1
gpt-3.5-turbo-0301,97760,False,1
gpt-3.5-turbo-0613,94203,False,1
gpt-4-0314,83449,True,1
gpt-4-0613,83388,False,1
gpt-3.5-turbo-0301,96421,False,1
gpt-3.5-turbo-0613,98119,False,0
gpt-4-0314,16246,False,1
gpt-4-0613,25625,False,1
gpt-3.5-turbo-0301,64574,False,1
gpt-3.5-turbo-0613,90435,False,0
gpt-4-0314,52938,False,1
gpt-4-0613,89267,False,1
gpt-3.5-turbo-0301,93254,False,1
gpt-3.5-turbo-0613,25775,False,0
gpt-4-0314,66018,False,1
gpt-4-0613,18827,False,1
gpt-3.5-turbo-0301,92995,False,1
gpt-3.5-turbo-0613,78880,False,1
gpt-4-0314,47850,False,1
gpt-4-0613,52867,False,1
gpt-3.5-turbo-0301,19899,False,1
gpt-3.5-turbo-0613,18032,False,1
gpt-4-0314,67064,False,1
gpt-4-0613,89514,False,1
gpt-3.5-turbo-0301,63058,False,1
gpt-3.5-turbo-0613,65450,False,1
gpt-4-0314,41128,False,1
gpt-4-0613,72159,False,1
gpt-3.5-turbo-0301,54786,False,1
gpt-3.5-turbo-0613,10975,False,0
gpt-4-0314,85378,False,1
gpt-4-0613,10794,False,1
gpt-3.5-turbo-0301,54058,False,1
gpt-3.5-turbo-0613,98494,False,1
gpt-4-0314,93490,False,1
gpt-4-0613,87199,False,1
gpt-3.5-turbo-0301,66971,False,0
gpt-3.5-turbo-0613,93802,False,1
gpt-4-0314,43110,False,1
gpt-4-0613,94512,False,1
gpt-3.5-turbo-0301,71935,False,1
gpt-3.5-turbo-0613,83936,False,1
gpt-4-0314,77958,False,1
gpt-4-0613,22854,False,1
gpt-3.5-turbo-0301,35810,False,1
gpt-3.5-turbo-0613,88674,False,1
gpt-4-0314,59236,False,1
gpt-4-0613,25528,False,1
gpt-3.5-turbo-0301,77025,False,1
gpt-3.5-turbo-0613,59535,False,1
gpt-4-0314,35017,False,0
gpt-4-0613,54788,False,1
gpt-3.5-turbo-0301,45301,False,1
gpt-3.5-turbo-0613,99397,True,1
gpt-4-0314,63668,False,1
gpt-4-0613,33134,False,1
gpt-3.5-turbo-0301,53066,False,1
gpt-3.5-turbo-0613,66530,False,1
gpt-4-0314,21142,False,1
gpt-4-0613,96911,True,0
gpt-3.5-turbo-0301,70373,True,0
gpt-3.5-turbo-0613,33061,False,0
gpt-4-0314,59453,True,1
gpt-4-0613,89637,False,1
gpt-3.5-turbo-0301,57042,False,1
gpt-3.5-turbo-0613,19792,False,1
gpt-4-0314,23287,False,0
gpt-4-0613,30269,True,0
gpt-3.5-turbo-0301,41048,False,1
gpt-3.5-turbo-0613,40624,False,0
gpt-4-0314,97539,False,0
gpt-4-0613,56746,False,1
gpt-3.5-turbo-0301,92374,False,1
gpt-3.5-turbo-0613,35017,False,0
gpt-4-0314,87712,False,1
gpt-4-0613,41482,False,1
gpt-3.5-turbo-0301,91524,False,0
gpt-3.5-turbo-0613,25720,False,1
gpt-4-0314,38580,False,1
gpt-4-0613,10567,True,0
gpt-3.5-turbo-0301,40079,False,1
gpt-3.5-turbo-0613,55894,False,1
gpt-4-0314,53242,False,1
gpt-4-0613,69266,False,1
gpt-3.5-turbo-0301,70018,False,1
gpt-3.5-turbo-0613,89871,False,0
gpt-4-0314,69967,False,0
gpt-4-0613,17954,False,1
gpt-3.5-turbo-0301,81174,False,1
gpt-3.5-turbo-0613,41966,False,1
gpt-4-0314,44576,False,1
gpt-4-0613,56696,False,1
gpt-3.5-turbo-0301,76384,False,1
gpt-3.5-turbo-0613,85826,False,1
gpt-4-0314,40007,False,0
gpt-4-0613,79458,False,1
gpt-3.5-turbo-0301,88182,False,1
gpt-3.5-turbo-0613,44431,False,0
gpt-4-0314,77826,False,1
gpt-4-0613,29892,False,1
gpt-3.5-turbo-0301,18330,False,1
gpt-3.5-turbo-0613,85919,False,0
gpt-4-0314,41064,False,1
gpt-4-0613,39321,False,1
gpt-3.5-turbo-0301,95109,False,1
gpt-3.5-turbo-0613,94044,False,1
gpt-4-0314,38218,False,1
gpt-4-0613,71195,False,1
gpt-3.5-turbo-0301,84583,False,1
gpt-3.5-turbo-0613,97385,False,0
gpt-4-0314,93050,False,1
gpt-4-0613,40490,False,1
gpt-3.5-turbo-0301,35869,True,0
gpt-3.5-turbo-0613,47645,False,0
gpt-4-0314,24791,False,0
gpt-4-0613,84210,False,1
gpt-3.5-turbo-0301,39409,True,0
gpt-3.5-turbo-0613,42021,False,1
gpt-4-0314,54539,True,1
gpt-4-0613,75231,False,0
gpt-3.5-turbo-0301,88866,False,1
gpt-3.5-turbo-0613,12361,False,0
gpt-4-0314,98901,False,1
gpt-4-0613,83570,False,1
gpt-3.5-turbo-0301,94045,False,1
gpt-3.5-turbo-0613,37323,False,1
gpt-4-0314,52189,True,1
gpt-4-0613,40610,False,1
gpt-3.5-turbo-0301,94119,False,1
gpt-3.5-turbo-0613,37192,False,1
gpt-4-0314,63727,True,1
gpt-4-0613,61650,False,1
gpt-3.5-turbo-0301,94083,False,1
gpt-3.5-turbo-0613,76075,False,0
gpt-4-0314,20904,False,1
